dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
XT,Xiangtan,34,公猪,脚猪子,,tɕio tɕy tsɿ,tɕio24 tɕy33 tsɿ33,tɕio tɕy tsɹ̩,tɕio24 tɕy33 tsɹ̩33
XT,Xiangtan,35,母猪,猪婆子,,tɕy bo tsɿ,tɕy33 bo12 tsɿ33,tɕy bo tsɹ̩,tɕy33 bo12 tsɹ̩33
XT,Xiangtan,36,公鸡,叫鸡 ,,tɕiaɯ tɕi,tɕiaɯ55 tɕi33,tɕiaɯ tɕi,tɕiaɯ55 tɕi33
XT,Xiangtan,37,母鸡,鸡婆 ,,tɕi bo,tɕi33 bo12,tɕi bo,tɕi33 bo12
XT,Xiangtan,38,麻雀,麻雀子 ,,mɒ tsˈio tsɿ,mɒ12 tsˈio24 tsɿ33,mɒ tsˈio tsɹ̩,mɒ12 tsˈio24 tsɹ̩33
XT,Xiangtan,39,老鼠,老鼠子 ,,naɯ ɕy tsɿ,naɯ42 ɕy55 tsɿ33,naɯ ɕy tsɹ̩,naɯ42 ɕy55 tsɹ̩33
XT,Xiangtan,40,臭虫,臭虫 ,,tʂˈəɯ dʐən,tʂˈəɯ55 dʐən12,tʂˈəɯ dʐən,tʂˈəɯ55 dʐən12
XT,Xiangtan,41,房子(整),屋 ,,u,u24,u,u24
XT,Xiangtan,42,房子(单),房间 ,,ɸɔn kan,ɸɔn12 kan33,ɸɔn kan,ɸɔn12 kan33
XT,Xiangtan,43,窗户,窗子 ,,tʂˈɔn tsɿ,tʂˈɔn33 tsɿ33,tʂˈɔn tsɹ̩,tʂˈɔn33 tsɹ̩33
XT,Xiangtan,44,门坎,门坎 ,,mən kˈan,mən12 kˈan42,mən kˈan,mən12 kˈan42
XT,Xiangtan,45,厕所,茅厕屋 ,,maɯ sɿ u,maɯ12 sɿ55 u24,maɯ sɹ̩ u,maɯ12 sɹ̩55 u24
XT,Xiangtan,46,厨房,灶屋 ,,tsaɯ u,tsaɯ55 u24,tsaɯ u,tsaɯ55 u24
XT,Xiangtan,47,烟囱,烟筒 ,,iẽ dən,iẽ33 dən12,iẽ dən,iẽ33 dən12
XT,Xiangtan,48,桌子,桌子 ,,tso tsɿ,tso24 tsɿ33,tso tsɹ̩,tso24 tsɹ̩33
XT,Xiangtan,49,楼梯,楼梯 ,,nəɯ tˈi,nəɯ12 tˈi33,nəɯ tˈi,nəɯ12 tˈi33
XT,Xiangtan,50,头,脑壳 ,,naɯ kˈo,naɯ42 kˈo24,naɯ kˈo,naɯ42 kˈo24
XT,Xiangtan,51,额头,脑门 ,,naɯ mən,naɯ42 mən12,naɯ mən,naɯ42 mən12
XT,Xiangtan,52,脸,脸拐 ,,niẽ kuai,niẽ42 kuai42,niẽ kuai,niẽ42 kuai42
XT,Xiangtan,53,鼻子,鼻筒 ,,pˈi dən,pˈi55 dən12,pˈi dən,pˈi55 dən12
XT,Xiangtan,54,脖子,颈弓 ,,tɕian kən,tɕian42 kən33,tɕian kən,tɕian42 kən33
