dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone
PY,Pingyao,142,胖,肉,,,ʐəu35
PY,Pingyao,143,瘦,瘦,,,səu35
PY,Pingyao,144,冷,冷,,,liɑ53
PY,Pingyao,145,热,热,,,ʐʌʔ13
PY,Pingyao,146,香,香,,,ɕiɑŋ13
PY,Pingyao,147,臭,臭,,,tʂˈəu35
PY,Pingyao,148,粗,粗,,,tsˈəu13
PY,Pingyao,149,细,细,,,sei35
PY,Pingyao,150,长,长,,,tʂˈɑŋ13
PY,Pingyao,151,短,短,,,tˈuɑŋ53
PY,Pingyao,152,脏,日脏,,,ʐʌʔ53 tsɑŋ13
PY,Pingyao,153,干净,干净,,,kɑŋ13 tɕiŋ35-13
PY,Pingyao,154,便宜,便宜,,,pˈiE13 i35-13
PY,Pingyao,155,刚(来),乍,,,sɑ35
PY,Pingyao,156,刚(合适),刚,,,tɕiɑŋ13
PY,Pingyao,157,正好,正好好,,,tʂʅ35 xɔ53 xɔ53-13
PY,Pingyao,158,和,和,,,xu53
PY,Pingyao,159,只,划,,,tsˈɑŋ53
PY,Pingyao,160,从,从,,,tsˈuŋ13
PY,Pingyao,161,替,替,,,tˈi35
PY,Pingyao,162,拿,荷,,,xei53
PY,Pingyao,163,故意,专意故儿,,,tsuɑŋ13-31 i35 ku35-53 ʐʌʔ13
PY,Pingyao,164,一,一,,,iʌʔ13
PY,Pingyao,165,二,二,,,ər35
PY,Pingyao,166,三,三,,,sɑŋ13
PY,Pingyao,167,四,四,,,sɿ35
PY,Pingyao,168,五,五,,,u53
PY,Pingyao,169,六,六,,,liəu35
PY,Pingyao,170,七,七,,,tɕˈiʌʔ13
PY,Pingyao,171,八,八,,,pʌʔ13
PY,Pingyao,172,九,九,,,tɕiəu53
PY,Pingyao,173,十,十,,,ʂʌʔ53
PY,Pingyao,174,十一,十一,,,ʂʌʔ53 iʌʔ13
PY,Pingyao,175,十二,十二,,,ʂʌʔ53 ər35
PY,Pingyao,176,二十,二十,,,ər35 ʂʌʔ53
PY,Pingyao,177,二十一,二十一,,,ər35 ʂʌʔ53 iʌʔ13
PY,Pingyao,178,一百二十一,一百二十一,,,iʌʔ13 piʌʔ13 ər35 ʂʌʔ53 iʌʔ13
PY,Pingyao,179,第一,第一,,,ti35-13 iʌʔ13
PY,Pingyao,180,第二,第二,,,ti35-31 ər35
PY,Pingyao,181,两里,二里,,,ər35 li53
PY,Pingyao,182,二两,二两,,,ər35 liɑ53
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
