beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,nanchang,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
tʂɤr,t͡sər,t͡sɹ̩ tɛ,kəʔ li,tʂei kar,ti ɔ t͡sə,tʂɻ̩ tiə,tʂɻ̩ tʰa tʰa,e ie,ko li,t͡sæ ʐʌʔ,diɪʔ taʔ,t͡si ko,t͡sia,t͡səʔ lɤ,t͡ɕie xər,ke lei,t͡sɤ ni,t͡sei ta,tʂɤr,nei tou,ko tɔn,tʂɻ̩ tʂa
nar,nər,a tɛ,nɑ li,nei kar,la ɔ t͡sə,nə tiə,la tʰa tʰa,ke ie,he li,uæ ʐʌʔ,i taʔ,hɯ ko,hia,vəʔ lɤ,nɑ xər,buɔ ta,na ni,nei ta,uor,kɔ tou,nɒ tɔn,nɛ tʂa
nar,nər,la tɛ,nɑ li,nei kar,la kə t͡sə,nA tiə,la ta ta,ŋai ke,lɑ li,lɑ ʐʌʔ,sa di fɑ̃,ti ko,to ui,na lɤ,nɑ xər,ɲau duɔ,na ni,na ta,a ta,pin tou,nɒ tɔn,a tʂa
tʂɤ kə,t͡se ko,t͡sɹ̩ ko,t͡ɕiəʔ koʔ,tʂei kɤ,ti kə,tʂɻ̩ kə,tʂɻ̩ i kə,e ke,ko t͡sɑʔ,t͡sʌʔ xuæ,diɪʔ gəʔ,t͡si kai,t͡sit le,t͡sai,t͡ɕie kə,ki kai,t͡sɤ kuo,t͡sei kɤ,tʂɻ̩ kɤ,nei kɔ,ko ko,tʂɻ̩ kɔ
na kə,na ko,a ko,nɑ koʔ,nei kɤ,la kə,nə kə,lɛ i kə,ke ke,he ko,uʌʔ xuæ,i gəʔ,hɯ kai,hit le,vai,nɑ kə,he kai,na kuo,nei kɤ,u kɤ,kɔ kɔ,nɒ ko,nɛ kɔ
na kə,na ko,la ko,nɑ ʔiəʔ koʔ,nei i kɤ,xa iəʔ kə,nA kə,la i kə,ŋai ke,lɑ ko,lɑ iʌʔ xuæ,ɦa li gəʔ,ti t͡sek kai,to t͡sit le,na kuai,nei kə,ɲau kai,na kuo,na kɤ,a i kɤ,pin kɔ,nɒ i ko,a kɔ
t͡sən mo iɑŋ,naŋ ko,t͡sa ko iaŋ,t͡ɕiəʔ kəʔ tʰɔ,t͡sa iaŋ,t͡sən iɑ̃,t͡sA kə lə,t͡sə̃n m̩ lɔ,ŋioŋ ŋe,lɔŋ iɔŋ,t͡sɑ ti xuæ,na nəŋ,mĩʔ sẽ iõ,an t͡suã iũ,t͡saʔ ti,nən mə iɑŋ,t͡sɹ̩ na naŋ,mo iaŋ,t͡sa mu kɤ,t͡sa kɤ ɕiaŋ,tim,i kai,a mə̃ tʂɛ
uei,ko,ko,ɦui,uei,kə,,,ke,ko,,,,le,kuai,,kai,uei,kɤ,kɤ,wɐi,tʂɒ,kɔ
kɑŋ,t͡sʰu,t͡sʰu,kɑŋ kɑŋ,tʂəŋ,t͡sʰu,t͡sʰu,t͡sʰu,t͡sʰɹ̩,kɔŋ kɔŋ,t͡sʰəu,t͡sʰu,,t͡sʰɔ,t͡sʰu,t͡səŋ,t͡ɕʰøy,kʰa kʰa,t͡sʰu,t͡sʰu,t͡sʰou,t͡sʰəɯ,t͡ɕʰy
tʂəŋ xaur,ɕi,ɕi,kɑŋ hɔ,tʂəŋ xaur,sɹ̩,ɕi,ɕi,iu,t͡sɨn hɑu,sei,ɕi,,iu,ɕi,t͡səŋ xɑur,sei,kaŋ xau,ɕi,ɕi,sɐi,si,ɕj
xɤ,t͡sʰaŋ,t͡sʰaŋ,tɑʔ,xɤ,tʂʰɑ̃,tʂʰÃ,tʂʰɑ̃,t͡sʰoŋ,kiɛn,tʂʰɑŋ,zɑ̃,tɯŋ,tŋ̩,t͡sʰɒ̃,kən,dʑi,xuo,tʂʰɑŋ,tʂʰaŋ,t͡sʰœŋ,dʐɔn,tʂʰɔ̃
tʂɻ̩,tuan,tuan,t͡səʔ,tʂɻ̩,tʊ̃,tuÃ,tuɛ̃n,ton,t͡sɨʔ,tʰuɑŋ,tø,to,te,tuæ̃,t͡sɹ̩,tø,t͡sɹ̩,tuan,tuã,tyn,tɔn,tuã
t͡sʰuŋ,t͡saŋ,la tʰa,dzoŋ,t͡sʰuŋ,t͡sɑ̃,t͡sÃ,t͡sɑ̃,me,t͡sʰuŋ,ʐʌʔ t͡sɑŋ,oʔ t͡sʰoʔ,t͡sʰi ĩ,hiɔŋ,zəʔ t͡sɒ̃,t͡sʰuŋ,ɜ t͡sɜ,t͡sʰoŋ,t͡sɑŋ,t͡saŋ,wu t͡sou,nɒ tʰɒ,t͡sɔ̃
tʰi,kan t͡ɕin,kan t͡ɕin,pɑʔ,tʰi,t͡ɕʰin liɑ̃,kÃ t͡ɕĩ,kɛ̃n t͡ɕĩn,t͡sʰiaŋ,pɔŋ,kɑŋ t͡ɕiŋ,t͡ɕʰiŋ sɑ̃,t͡sʰeŋ kʰi,t͡sʰiŋ kʰi,kæ̃ t͡ɕiəŋ,tʰi,liɛ dzei,tʰi,kan t͡ɕiŋ,kã t͡ɕiŋ,kɔn t͡sɛŋ,so ni,kã t͡ɕiə̃
na,ɕiaŋ in,pʰian i,do,na,t͡ɕʰiɔ,ɕiÃ ĩ,pʰiɛ̃n i,pʰien ŋin,lɑʔ,pʰiɤ i,dʑiã,pʰĩ,pien i,t͡ɕie,nɑ,bi ji,na,pʰian i,pʰiã i,pʰɛŋ,biẽ ɲi,pʰiã i
ku i,t͡sʰai,t͡ɕiaŋ t͡sʰai,dəʔ ɦui,t͡ɕiŋ iər,t͡sʰɤ,t͡sʰæ t͡ɕiÃ,t͡ɕiɑ̃ ɯ,koŋ koŋ,tʰɛʔ sɹ̩,sɑ,kɑ̃ kɑ̃,tã t͡siã,tu a,t͡ɕiɒ̃,t͡sʰəŋ ɕin,saŋ,ku i,kɑŋ,kaŋ,ŋam,dzai,t͡ɕiɔ̃
i,t͡sʰən,t͡ɕiaŋ t͡ɕiaŋ lɛ,ʔiəʔ,i,tʂən,t͡ɕiÃ t͡ɕiÃ,t͡ɕiɑ̃,koŋ,iʔ,t͡ɕiɑŋ,kɑ̃ hɔ,ŋam ŋam,tu tu,t͡ɕiɒ̃ t͡ɕiɒ̃,i,t͡seŋ hɜ,i,kɑŋ xɔr,kaŋ,ŋam,tʂən,t͡ɕiɔ̃
ər,t͡ɕʰia t͡ɕʰia,t͡sen tuei tʰəu,əl,ə˞,t͡ɕiɑ̃ xʊ,kÃ xɔ,tʂə̃n xɔ ɯ,t͡saŋ hau,ɵ,tʂɻ̩ xɔ xɔ,kɑ̃ t͡səŋ hɔ,ŋam ŋam,tu tu ho,t͡səŋ xau xau,ər,t͡seŋ hɜ,ɯ,kɑŋ xɔr,kaŋ xaur,ŋam ŋam hou,tʂən haɯ,t͡ɕiɔ̃ kʰa ma
san,xo,xo,sɤ̃,san,kən,æ,liɛ̃n,tʰuŋ,san,xu,taʔ,kaʔ,kaʔ,xuɤ,san,kʰuɔ,san,xɤ,kẽ,tʰuŋ,ɦo,kə̃
sɹ̩,t͡sɹ̩,t͡sɹ̩,sɹ̩,sɹ̩,tʂəʔ,tʂɻ̩,kuɑ̃,t͡sak,sɹ̩,t͡sʰɑŋ,t͡səʔ,t͡sʰeŋ,t͡si,kuɒ̃,sɹ̩,t͡sɹ̩,sɹ̩,t͡sɹ̩,kuaŋ,t͡si,t͡sɹ̩,t͡ɕiɯ
u,t͡sʰoŋ,t͡ɕʰi,ʔu,u,t͡sʰəŋ,t͡sʰoŋ,kə̃n,t͡sʰiuŋ,ŋ̩,t͡sʰuŋ,zoŋ,taŋ,tui,t͡sʰuəŋ,u,juɔ,u,t͡sʰuŋ,iou,t͡sʰuŋ,dzən,t͡sʰuə̃
liou,paŋ,tʰi,loʔ,liou,pɑ̃,æ,kɯ,tʰi,liuʔ,tʰi,de,kaʔ,tʰe,tʰi,liou,de,nəu,tʰi,tʰi,pɔŋ,ke,tɛ
t͡ɕʰi,na,la,t͡ɕʰiəʔ,t͡ɕʰi,la,nA,la,na,t͡ɕʰiʔ,xei,ne,kʰioʔ,tʰeʔ,na,t͡ɕʰi,jyɔ,t͡ɕʰi,na,na,lɔ,nɒ,tɛ
pa,ni pian,pa i,pɑʔ,pa,ku zɹ̩,pA i,ku i,ku i,paʔ,t͡suɑŋ i ku ʐʌʔ,ɦiɤ i,t͡suaŋ,kɔ i,t͡suæ̃ i,pɑ,ku ji,pa,ku i,ku iər,tɐk tɐŋ,t͡ɕin uəi,ti kv̩ i ɛ
t͡ɕiou,i,i,t͡ɕiø,t͡ɕiou,iəʔ,i,i,it,t͡ɕiu,iʌʔ,iɪʔ,t͡sek,t͡sit,iəʔ,t͡ɕiou,jai,t͡ɕiəu,i,i,jɐt,i,j
ʂɻ̩,ər,ə˞,zəʔ,ʂɻ̩,a,ə,ɯ,ŋi,sɨʔ,ər,ɲi,nõ,lŋ̩,ər,ʂɻ̩,ŋ̩,sɹ̩,ə˞,ər,ji,e,ɛ
ʂɻ̩ i,san,san,zəʔ ʔiəʔ,ʂɻ̩ i,sæ̃,sÃ,sɛ̃n,sam,sɨʔ iʔ,sɑŋ,se,sã,sã,sæ̃,ʂɻ̩ i,sa,sɹ̩ i,san,sã,sam,san,sã
ʂɻ̩ ər,sɹ̩,sɹ̩,zəʔ əl,ʂɻ̩ ə˞,sɹ̩,sɹ̩,sɹ̩,si,sɨʔ ɵ,sɹ̩,sɹ̩,si,si,sɹ̩,ʂɻ̩ ər,sɹ̩,sɹ̩ ɯ,sɹ̩,sɹ̩,sei,sɹ̩,sɹ̩
ər ʂɻ̩,u,u,əl zəʔ,ə˞ ʂɻ̩,u,u,vu,n̩,ɵ sɨʔ,u,ŋ̩,ŋõu,gɔ,vu,ər ʂɻ̩,ŋ̩,ɯ sɹ̩,vu,u,ŋ,u,v̩
ər ʂɻ̩ i,nu,lu,ɲiɤ̃ ʔiəʔ,ə˞ ʂɻ̩ i,ləʔ,lu,liou,liuk,ɵ sɨʔ iʔ,liəu,loʔ,lak,lak,liəu,ər ʂɻ̩ i,lɤu,ɯ sɹ̩ i,liɤu,liou,luk,nəɯ,liɯ
,t͡ɕʰi,t͡ɕʰi,ʔiəʔ pɑʔ niɤ̃ ʔiəʔ,i pai ə˞ ʂɻ̩ i,t͡ɕʰiəʔ,t͡ɕʰi,t͡ɕʰi,t͡sʰit,iʔ pɑʔ ɵ sɨʔ,t͡ɕʰiʌʔ,t͡ɕʰiɪʔ,t͡sʰik,t͡sʰit,t͡ɕʰiəʔ,i pai ər ʂɻ̩ i,t͡sʰai,i pɤ ɯ sɹ̩ i,t͡ɕʰi,t͡ɕʰi,t͡sʰɐt,t͡sʰi,t͡ɕʰj
ər li,t͡ɕiəu,t͡ɕiəu,liɑŋ li,ə˞ li,t͡ɕiɯ,t͡ɕiəu,t͡ɕiou,kiu,liɔŋ li,t͡ɕiəu,t͡ɕiɤ,kau,kau,t͡ɕiəu,ər li,t͡ɕau,niaŋ ni,t͡ɕiɤu,t͡ɕiou,kɐu,t͡ɕiəɯ,t͡ɕiɯ
ər liɑŋ,sɹ̩,sɹ̩,əl liɑŋ,ə˞ liaŋ,ʂəʔ,ʂɻ̩,ʂɻ̩,səp,ɵ liɔŋ,ʂʌʔ,zəʔ,t͡sap,t͡sap,səʔ,ər liɑŋ,zai,ɯ niaŋ,ʂɻ̩,ʂɻ̩,sɐp,ʂɻ̩,ʂɻ̩
,sɹ̩i,sɹ̩ i,,,ʂəʔ iəʔ,ʂɻ̩ i,ʂɻ̩ i,səp it,,ʂʌʔ iʌʔ,zəʔ iɪʔ,t͡sap ik,t͡sap it,səʔ iəʔ,,zai jai,,ʂɻ̩ i,ʂɻ̩ i,sɐp jɐt,ʂɻ̩ i,ʂɻ̩ j
,sɹ̩ər,sɹ̩ ə˞,,,ʂəʔ a,ʂɻ̩ ə,ʂɻ̩ ɯ,səp ŋi,,ʂʌʔ ər,zəʔ ɲi,t͡sap zi,t͡sap li,səʔ ər,,zai ŋ̩,,ʂɻ̩ ə˞,ʂɻ̩ ər,sɐp ji,ʂɻ̩ e,ʂɻ̩ ɛ
,ər sɹ̩,ə˞ sɹ̩,,,a ʂəʔ,ə ʂɻ̩,ɯ ʂɻ̩,ŋi səp,,ər ʂʌʔ,ɲie,zi t͡sap,li t͡sap,ər səʔ,,ɲi,,ə˞ ʂɻ̩,ər ʂɻ̩,ji sɐp,e ʂɻ̩,ɛ ʂɻ̩
,ər i,ə˞ sɹ̩ i,,,a ʂəʔ iəʔ,ə ʂɻ̩ i,ɯ ʂɻ̩ i,ŋi səp it,,ər ʂʌʔ iʌʔ,ɲie iɪʔ,zi t͡sap ik,li t͡sap it,ər səʔ iəʔ,,ɲi jai,,ə˞ ʂɻ̩ i,ər ʂɻ̩ i,ji sɐp jɐt,e ʂɻ̩ i,ɛ ʂɻ̩ i
,i pe ər,i pɛ ə˞ sɹ̩ i,,,iəʔ pɐʔ a ʂəʔ iəʔ,i pə ə ʂɻ̩ i,i pə ɯ ʂɻ̩ i,it pak ŋi səp it,,iʌʔ piʌʔ ər ʂʌʔ iʌʔ,iɪʔ paʔ ɲie iɪʔ,,t͡sʰit paʔ li t͡sap it,iəʔ pai ər səʔ iəʔ,,ji pa ɲi jai,,i pei ə˞ ʂɻ̩ i,i pei ər ʂɻ̩ i,,,
,ti ər,ti ə˞,,,t͡sɹ̩ a,ti ə,ti ɯ,tʰi ŋi,,ti ər,di ɲi,tõi zi,te li,ti ər,,dei ŋ̩,,ti iə˞,ti ər,tɐi ji,di e,t͡sɻ̩ ɛ
,ər niaŋ,ə˞ liaŋ,,,a liɑ̃,ə liÃ,ɯ liɑ̃,ŋi lioŋ,,ər liɑ,ɲi liã,nõ niõ,lŋ̩ liũ,liɒ̃ li,,liɛ li,,ə˞ liɑŋ,ər liaŋ,ji lœŋ,e nian,ɛ liɔ̃
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
